fold,arm,accuracy,precision,recall,f1,roc_auc,dataset,feature_strategy,n_quantum_features_kept
10,hybrid,0.6333333333333333,0.4,0.2,0.26666666666666666,0.4625,A_Full_ALSvsHC,Full_214_LASSO,8.0
11,classical_only,0.5806451612903226,0.25,0.09090909090909091,0.13333333333333333,0.5522727272727272,A_Full_ALSvsHC,Full_214_LASSO,
11,quantum_only,0.6774193548387096,0.6666666666666666,0.18181818181818182,0.2857142857142857,0.5409090909090909,A_Full_ALSvsHC,Full_214_LASSO,
11,ensemble_avg,0.6451612903225806,0.0,0.0,0.0,0.5772727272727272,A_Full_ALSvsHC,Full_214_LASSO,
11,hybrid,0.6774193548387096,1.0,0.09090909090909091,0.16666666666666666,0.5113636363636364,A_Full_ALSvsHC,Full_214_LASSO,8.0
12,classical_only,0.6451612903225806,0.3333333333333333,0.1,0.15384615384615385,0.40714285714285714,A_Full_ALSvsHC,Full_214_LASSO,
12,quantum_only,0.6774193548387096,0.5,0.2,0.2857142857142857,0.39047619047619053,A_Full_ALSvsHC,Full_214_LASSO,
12,ensemble_avg,0.6774193548387096,0.0,0.0,0.0,0.38095238095238093,A_Full_ALSvsHC,Full_214_LASSO,
12,hybrid,0.5806451612903226,0.0,0.0,0.0,0.35476190476190483,A_Full_ALSvsHC,Full_214_LASSO,8.0
13,classical_only,0.6774193548387096,0.5,0.1,0.16666666666666666,0.6380952380952382,A_Full_ALSvsHC,Full_214_LASSO,
13,quantum_only,0.6129032258064516,0.25,0.1,0.14285714285714285,0.7,A_Full_ALSvsHC,Full_214_LASSO,
13,ensemble_avg,0.7096774193548387,1.0,0.1,0.18181818181818182,0.661904761904762,A_Full_ALSvsHC,Full_214_LASSO,
13,hybrid,0.6774193548387096,0.5,0.1,0.16666666666666666,0.5619047619047619,A_Full_ALSvsHC,Full_214_LASSO,8.0
14,classical_only,0.5666666666666667,0.0,0.0,0.0,0.535,A_Full_ALSvsHC,Full_214_LASSO,
14,quantum_only,0.5333333333333333,0.16666666666666666,0.1,0.125,0.385,A_Full_ALSvsHC,Full_214_LASSO,
14,ensemble_avg,0.5666666666666667,0.0,0.0,0.0,0.48500000000000004,A_Full_ALSvsHC,Full_214_LASSO,
14,hybrid,0.5333333333333333,0.0,0.0,0.0,0.3925,A_Full_ALSvsHC,Full_214_LASSO,8.0
15,classical_only,0.6333333333333333,0.4,0.2,0.26666666666666666,0.55,A_Full_ALSvsHC,Full_214_LASSO,
15,quantum_only,0.6666666666666666,0.5,0.1,0.16666666666666666,0.47500000000000003,A_Full_ALSvsHC,Full_214_LASSO,
15,ensemble_avg,0.6333333333333333,0.3333333333333333,0.1,0.15384615384615385,0.53,A_Full_ALSvsHC,Full_214_LASSO,
15,hybrid,0.6333333333333333,0.0,0.0,0.0,0.48000000000000004,A_Full_ALSvsHC,Full_214_LASSO,8.0
